CNPJ,Cod_Cliente1,Regiao,T.O. 25kg,T.O. 50kg,Est. 40kg,Est. 50kg,códigos analisados,duplicidade,códigos a sanear,comentário E.I.
13457223000124,1544446,VC-CAMPANHA OCIDENT,1,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
12249630000183,1471008,VC-BRUMADO,1,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
4376870000110,1459722,VC-BARRA S FRANCISC,0,1,0,0, código: 6187066 ,não,,
10262729000190,1260023,VC-ASSIS,1,2,0,0," código: 6054172 ,  código: 6054190 ,  código: 6054180 ",sim,,
31608445000182,1497484,VC-ALAGOA S S FRANC,1,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
690681000167,1082637,VC-CAMPO GRANDE,0,1,0,0, código: 6054157 ,não,,
3133119000120,1412744,VC-AFONSO CLAUDIO,0,1,0,0, código: 6187066 ,não,,
21164204000138,1372893,VC-CACHOEIRA DO SUL,0,1,0,0, código: 6054205 ,não,,
10670242000146,1538258,VC-ARARI,0,2,0,0," código: 6111677 ,  código: 6054178 ",sim,,
20796019000101,1545960,VC-ALAGOINHAS,1,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
27613510000190,1451372,VC-BARRA,1,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
9642983000134,1458670,VC-BELEM,0,1,0,0, código: 6111677 ,não,,
28449141000105,1469783,VC-BOM JESUS D LAPA,1,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
11468169000197,1451357,VC-ARAPIRACA,1,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
20345550000150,1402743,VC-CACOAL,1,1,0,0," código: 6054184 ,  código: 6165750 ",não,,
37476686000100,1060714,VC-ALTO TELES PIRES,1,1,0,0," código: 6054184 ,  código: 6165750 ",não,,
39788807000176,1409299,VC-ALEGRE,0,1,0,0, código: 6187066 ,não,,
7078906000178,1444363,VC-ALTO M GURGUEIA,1,1,0,0," código: 6187345 ,  código: 6111677 ",não,,
4860271000178,1070012,VC-BAIXO JAGUARIBE,1,1,0,0," código: 6187345 ,  código: 6111677 ",não,,
26062942000198,1502494,VC-BATURITE,1,1,0,0," código: 6187345 ,  código: 6191541 ",não,,
22282432000175,1397754,VC-ADAMANTINA,1,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
12236381000191,1240826,VC-ARAGARCAS,0,1,1,0," código: 6135560 ,  código: 6192188 ",não,,
26082106000175,1430622,VC-ALTO CAPIBARIBE,1,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
50466846000190,1463584,VC-ANDRADINA,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
3096641000260,1193989,VC-ALTO GUAPORE,1,1,0,0," código: 6054184 ,  código: 6054187 ",não,,
35492297000134,1146884,VC-CAMPINA GRANDE,1,1,0,0," código: 6193629 ,  código: 6054188 ",não,,
15151526000140,1471089,VC-BX PARNAIB PIAUI,1,1,0,0," código: 6187345 ,  código: 6111677 ",não,,
2947285000106,1061777,VC-ALVORADA DOESTE,1,1,0,0," código: 6054184 ,  código: 6165750 ",não,,
16925659000199,1463966,VC-BIRIGUI,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
4320250000160,1381252,VC-ALTAMIRA,0,1,0,0, código: 6111677 ,não,,
15192992000173,1292255,VC-BAIXO COTINGUIBA,1,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
10994613000145,1338711,VC-CAMPANHA CENTRAL,1,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
65598609000150,1093683,VC-BAURU,1,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
3379807000175,1057368,VC-BAIXO PANTANAL,0,1,0,0, código: 6054157 ,não,,
14704821000113,1285054,VC-BARRETOS,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
72605553000189,1123362,VC-BRASILIA,1,1,1,0," código: 6172311 ,  código: 6135560 ,  código: 6192188 ",não,,
26725229000187,1473260,VC-ALTA FLORESTA,1,1,0,0," código: 6054184 ,  código: 6165750 ",não,,
2546528000196,1051843,VC-BATATAIS,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
3047054000109,1503323,VC-BOA VISTA,0,0,0,0,,não,,
29617937000192,1495445,VC-BOCA DO ACRE,0,0,0,0,,não,,
1995854000118,1503202,VC-ALTO SOLIMOES,0,0,0,0,,não,,
28026048000198,1535543,VC-BORBOREMA POTIGU,0,0,0,0,,não,,
11689617000182,1254180,VC-AL MEARIM GRAJAU,0,1,0,0, código: 6111677 ,não,,
7197323000166,1069258,VC-BAIXA MARANHENSE,1,1,0,0," código: 6187345 ,  código: 6054178 ",não,,
7590274000127,1129822,VC-ARAXA,0,1,0,0, código: 6165750 ,não,,
23502891000341,1478600,VC-BERTOLINIA,1,1,0,0," código: 6187345 ,  código: 6111677 ",não,,
90687716000282,1052848,VC-CAMAQUA,1,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
2964260000102,1486631,VC-BODOQUENA,0,1,0,0, código: 6054157 ,não,,
63971048000167,1061032,VC-AURIFLAMA,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
3048119000122,1065938,VC-BOQUIM,1,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
18811139000180,1377141,VC-ARAGUAINA,0,1,0,0, código: 6054158 ,não,,
19499899000167,1350541,VC-ANICUNS,0,1,1,0," código: 6135560 ,  código: 6192188 ",não,,
11784177000142,1230543,VC-ASSAI,1,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
1438784004003,1320805,VC-BELO HORIZONTE,0,1,0,0, código: 6165750 ,não,,
11298053000157,1219031,VC-ARARANGUA,1,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
5300214000105,1070769,VC-BXO PARNAI MARAN,1,1,0,0," código: 6187345 ,  código: 6111677 ",não,,
21988815000109,1479222,VC-ARINOS,1,1,0,0," código: 6054184 ,  código: 6165750 ",não,,
20900623000128,1506644,VC-BARREIRAS,0,1,0,0, código: 6135560 ,não,,
10821265000104,1457138,VC-ARIPUANA,1,1,0,0," código: 6054184 ,  código: 6165750 ",não,,
19601221000143,1471398,VC-AIMORES,0,0,0,0,,não,,
31897702000143,1512473,VC-BRASILEIA,0,1,0,0, código: 6120895 ,não,,
25370313000162,1060575,VC-ALFENAS,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
11546083000135,1474361,VC-A PARNAIBA PIAUI,1,1,0,0," código: 6187345 ,  código: 6111677 ",não,,
29458372000148,1549418,VC-ARACAJU,1,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
19895637000111,1541282,VC-ARACATUBA,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
78919859000277,1496637,VC-ASTORGA,1,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
18621910000157,1344711,VC-BAIXO CURU,1,1,0,0," código: 6187345 ,  código: 6191541 ",não,,
430649000142,1067292,VC-AGRESTE LAGARTO,1,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
8055928000185,1156408,VC-ALTO PANTANAL,1,1,0,0," código: 6054184 ,  código: 6054187 ",não,,
7410034000101,1069829,VC-BICO DO PAPAGAIO,0,1,0,0, código: 6054158 ,não,,
5294002000154,1530169,VC-ANAPOLIS,1,1,1,0," código: 6172311 ,  código: 6135560 ,  código: 6192188 ",não,,
12254061000164,1483855,VC-ARARAQUARA,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
205530000176,1053665,VC-BLUMENAU,1,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
7828417000196,1267435,VC-ALTO TAQUARI,0,1,0,0, código: 6054157 ,não,,
19481042000110,1367988,VC-CAMPO BELO,0,0,0,0,,não,,
17997577000112,1441227,VC-BRAGANCA PAULIST,1,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
13497435000135,1284392,VC-BARRA DO PIRAI,1,1,0,0," código: 6187067 ,  código: 6187066 ",não,,
71711337000155,1224395,VC-AMPARO,1,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
1761264000120,1067568,VC-BREJO PERNAMBU,0,1,0,0, código: 6054178 ,não,,
32683182000139,1536985,VC-BOTUCATU,1,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
8646074000101,1216739,VC-ARIQUEMES,1,1,0,0," código: 6054184 ,  código: 6165750 ",não,,
22931926000133,1431399,VC-CAMETA,0,2,0,0," código: 6111677 ,  código: 6054178 ",sim,,
34361818000151,1540870,VC-BACIA D SAO JOAO,0,1,0,0, código: 6187066 ,não,,
