CNPJ,Cod_Cliente1,Regiao,T.O. 25kg,T.O. 50kg,Est. 40kg,Est. 50kg,códigos analisados,duplicidade,códigos a sanear,comentário E.I.
83193482000170,1052340,VC-RIO DO SUL,1,1,0,0," código: 6054186 ,  código: 6054190 ",não,,
30993583000160,1495410,VC-PAULO AFONSO,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
3688029000104,1050154,VC-PRUDENTOPOLIS,0,1,0,0, código: 6054190 ,não,,
21544591000138,1434653,VC-PALMEIRA  INDIOS,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
86443025000185,1544575,VC-PASSOS,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
4521094000103,1159186,VC-N SENHORA  DORES,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
82510850000102,1006407,VC-RIO NEGRO (PR),1,1,0,0," código: 6054186 ,  código: 6054190 ",não,,
5654836000123,1125463,VC-SALGADO,0,1,0,0, código: 6054178 ,não,,
4730248000169,1436766,VC-OBIDOS,0,1,0,0, código: 6054178 ,não,,
5579077000181,1050689,VC-PORECATU,1,1,0,0," código: 6054186 ,  código: 6054190 ",não,,
26916257000181,1433751,VC-PORTEL,0,1,0,0, código: 6054178 ,não,,
9276869000138,1156009,VC-RIO DE JANEIRO,1,1,0,0," código: 6187067 ,  código: 6187066 ",não,,
10706655000133,1227273,VC-SALGUEIRO,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
19627816000178,1408812,VC-RIO FORMOSO,0,1,0,0, código: 6054158 ,não,,
5802551000192,1467851,VC-NOVA FRIBURGO,1,1,0,0," código: 6187067 ,  código: 6187066 ",não,,
26615898000104,1465617,VC-RIO VERMELHO,0,1,1,0," código: 6135560 ,  código: 6192188 ",não,,
4023681000164,1057420,VC-S JOAO  BOA VISTA,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
34893103000140,1542728,VC-PIO IX,1,1,0,0," código: 6161835 ,  código: 6111677 ",não,,
34344606000166,1068686,VC-SALVADOR,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
4479723000176,1494535,VC-RIO PRETO DA EVA,0,1,0,0, código: 6111677 ,não,,
33392315000180,1547442,VC-NORTE ARAGUAIA,1,1,0,0," código: 6054184 ,  código: 6054187 ",não,,
4764505000183,1066117,VC-MTA SETEN PERNAM,0,1,0,0, código: 6054188 ,não,,
10213544000195,1304554,VC-RIO BRANCO,0,1,0,0, código: 6120895 ,não,,
1980443000159,1481937,VC-REGISTRO,0,1,0,0, código: 6054180 ,não,,
10396833000177,1439120,VC-OIAPOQUE,0,1,0,0, código: 6054178 ,não,,
10194152000126,1472472,VC-PAU DOS FERROS,1,1,0,0," código: 6161835 ,  código: 6111677 ",não,,
17662829000152,1321224,VC-S JOSE DO R PRET,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
5156737000111,1057792,VC-RONDONOPOLIS,1,1,0,0," código: 6054184 ,  código: 6054187 ",não,,
12764626000153,1259254,VC-OURINHOS,2,1,0,0," código: 6054172 ,  código: 6054186 ,  código: 6054180 ",sim,,
17840600000160,1477879,VC-POUSO ALEGRE,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
29315599000134,1476942,VC-PIRASSUNUNGA,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
7446557000108,1391789,VC-PIRES DO RIO,0,1,1,0," código: 6135560 ,  código: 6192188 ",não,,
15575798000258,1058127,VC-PARANAIBA,0,1,0,0, código: 6165750 ,não,,
84103084000189,1504517,VC-PARINTINS,0,0,0,0,,não,,
36325819000176,1427200,VC-NOVA VENECIA,0,1,0,0, código: 6187066 ,não,,
4422755000216,1472118,VC-PORTO SEGURO,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
12926571000130,1293177,VC-PORTO ALEGRE,1,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
21298343000154,1369702,VC-NOVO HORIZONTE,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
8407736000271,1533296,VC-PATOS,0,1,0,0, código: 6054188 ,não,,
14371648000189,1283187,VC-PORTO VELHO,0,1,0,0, código: 6120895 ,não,,
48317200000360,1465266,VC-NHANDEARA,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
1864114000142,1053639,VC-PASSO FUNDO,1,1,0,0," código: 6054186 ,  código: 6054190 ",não,,
33323346000180,1049761,VC-S MIGUEL ARAGUAI,0,1,1,0," código: 6135560 ,  código: 6192188 ",não,,
75274423000360,1049294,VC-PITANGA,0,1,0,0, código: 6054190 ,não,,
11646366000159,1399924,VC-PROPRIA,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
3783807000136,1048596,VC-PRESIDE PRUDENTE,1,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
22649640000160,1385886,VC-RECIFE,1,1,0,0," código: 6161835 ,  código: 6054188 ",não,,
4611068000168,1060210,VC-S JOAQUIM  BARRA,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
26631502000104,1428331,VC-PENEDO,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
32894361000115,1522824,VC-NATAL,1,1,0,0," código: 6161835 ,  código: 6054188 ",não,,
29618224000143,1493894,VC-RIBEIRAO PRETO,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
7222822000166,1065115,VC-ROSARIO OESTE,1,2,0,0," código: 6054184 ,  código: 6054187 ,  código: 6165750 ",sim,,
28660651000127,1462066,VC-PATROCINIO,0,1,0,0, código: 6165750 ,não,,
26862166000100,1434739,VC-REDENCAO,0,1,0,0, código: 6111677 ,não,,
29109598000133,1474918,VC-OSASCO,1,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
7073659000117,1062304,VC-OSORIO,1,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
7235157000145,1059166,VC-PARANAVAI,1,1,0,0," código: 6054186 ,  código: 6054190 ",não,,
2343624000137,1124057,VC-PIRACICABA,1,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
21924670000174,1380427,VC-PINDARE,1,0,0,0, código: 6187345 ,não,,
3315911000104,1170660,VC-RIBEIRA D POMBAL,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
79476560000177,1058545,VC-PALMAS,1,1,0,0," código: 6054186 ,  código: 6054190 ",não,,
