CNPJ,Cod_Cliente1,Regiao,T.O. 25kg,T.O. 50kg,Est. 40kg,Est. 50kg,códigos analisados,duplicidade,códigos a sanear,comentário E.I.
24083179000156,1446851,VC-VITORIA CONQUIST,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
21297894000101,1454077,VC-VARGINHA,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
23383496000125,1396787,VC-VALENCA DO PIAUI,1,1,0,0," código: 6187345 ,  código: 6111677 ",não,,
90182775000118,1065033,VC-SANTO ANGELO,2,2,0,0," código: 6054186 ,  código: 6054204 ,  código: 6054190 ,  código: 6054205 ",sim,,
5930228000102,1139280,VC-TOME-ACU,0,1,0,0, código: 6054178 ,não,,
7604979000156,1128187,VC-SAO JOAO DEL REI,0,0,0,0,,não,,
2440001000182,1053926,VC-SAO MIGUEL D EST,1,1,0,0," código: 6054186 ,  código: 6054190 ",não,,
10651568000126,1193899,VC-SERRAS DE SUDEST,1,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
26725066000132,1532505,VC-SOBRAL,1,1,0,0," código: 6187345 ,  código: 6111677 ",não,,
17904996000162,1061854,VC-SAO LOURENCO,0,1,0,0, código: 6165750 ,não,,
4484854000141,1483432,VC-SENHOR DO BONFIM,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
2510859000419,1406123,VC-SAO FELIX  XINGU,0,0,0,0,,não,,
14329585000100,1063796,VC-SENA MADUREIRA,0,1,0,0, código: 6120895 ,não,,
19642003000157,1455372,VC-SOUSA,0,1,0,0, código: 6054188 ,não,,
7221840000123,1397255,VC-VALE PARAI FLUMI,1,1,0,0," código: 6187067 ,  código: 6187066 ",não,,
26655796000104,1445237,VC-TUPA,1,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
24152090000102,1493248,VC-WESCESLAU BRAZ,2,2,0,0," código: 6054172 ,  código: 6054186 ,  código: 6054190 ,  código: 6054180 ",sim,,
10280765002987,1209946,VC-SANTA CRUZ D SUL,1,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
26879120000102,1430735,VC-VALENCA,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
37269784000168,1429202,VC-VALE R DOS BOIS,0,1,1,0," código: 6135560 ,  código: 6192188 ",não,,
10529205000201,1361728,VC-UBA,0,1,0,0, código: 6187066 ,não,,
19269649000130,1551048,VC-TERESINA,1,1,0,0," código: 6187345 ,  código: 6111677 ",não,,
28830327000100,1493316,VC-TRES LAGOAS,0,2,0,0," código: 6054157 ,  código: 6165750 ",sim,,
17574624000115,1491263,VC-SERRA SAO MIGUEL,1,1,0,0," código: 6187345 ,  código: 6111677 ",não,,
16832826000408,1460616,VC-UBERLANDIA,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
8043638000111,1161253,VC-VICOSA,0,1,0,0, código: 6187066 ,não,,
14872149000175,1300846,VC-SERTAO D CRATEUS,0,1,0,0, código: 6111677 ,não,,
10962602000183,1492204,VC-STA RITA SAPUCAI,0,1,0,0, código: 6165750 ,não,,
8393665000114,1420743,VC-TABULEIRO,0,1,0,0, código: 6054205 ,não,,
31062498000140,1520216,VC-VITORIA,0,1,0,0, código: 6187066 ,não,,
26799168000100,1452315,VC-SINOP,1,2,0,0," código: 6054184 ,  código: 6054187 ,  código: 6165750 ",sim,,
