CNPJ,Cod_Cliente1,Regiao,T.O. 25kg,T.O. 42kg,T.O. 50kg,Est. 40kg,Est. 50kg,códigos analisados,duplicidade,códigos a sanear,comentário E.I.
-,1057825,VC-NORTE ARAGUAIA,1,0,1,0,0," código: 6054184 ,  código: 6054187 ",não,,
-,1379064,VC-LIMEIRA,2,0,1,0,0," código: 6172139 ,  código: 6054172 ,  código: 6165750 ",não,,
-,1058096,VC-ALTO PANTANAL,1,0,1,0,0," código: 6054184 ,  código: 6054187 ",não,,
-,1493248,VC-WESCESLAU BRAZ,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1495278,VC-ST ANTONIO JESUS,0,0,0,0,0,,não,,
-,1273172,VC-S MIGUEL ARAGUAI,0,0,1,1,0," código: 6135560 ,  código: 6192188 ",não,,
-,1473032,VC-IPU,0,0,0,0,0,,não,,
-,1137358,VC-PALMAS,0,0,1,0,0, código: 6054190 ,não,,
-,1595913,VC-VALE DO IPANEMA,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1575496,VC-PIOI,0,0,1,0,0, código: 6165750 ,não,,
-,1431836,VC-UMUARAMA,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1155840,VC-SUDOESTE DE GOIA,1,0,1,1,0," código: 6172311 ,  código: 6135560 ,  código: 6192188 ",não,,
-,1491274,VC-MOSSORO,0,0,1,0,0, código: 6111677 ,não,,
-,1534646,VC-ITAPEVA,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1056537,VC-JOACABA,1,0,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
-,1649237,VC-CATALAO,1,0,1,1,0," código: 6172311 ,  código: 6135560 ,  código: 6192188 ",não,,
-,1351596,VC-MERUOCA,0,0,1,0,0, código: 6111677 ,não,,
-,1654984,VC-CAMPANHA MERIDION,1,0,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
-,1463465,VC-CODO,0,0,1,0,0, código: 6111677 ,não,,
-,1661674,VC-PARACATU,0,0,1,0,0, código: 6165750 ,não,,
-,1634887,VC-COTINGUIBA,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1595817,VC-DOURADOS,0,0,1,0,0, código: 6054190 ,não,,
-,1505230,VC-NAO-ME-TOQUE,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1501808,VC-COLATINA,0,0,1,0,0, código: 6187066 ,não,,
-,1659086,VC-JACOBINA,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1282413,VC-CERES,1,0,1,1,0," código: 6172311 ,  código: 6135560 ,  código: 6192188 ",não,,
-,1507954,VC-MANAUS,0,5,0,0,0," código: 6054174 ,  código: 6194008 ,  código: 6186726 ,  código: 6180506 ,  código: 8020201 ",sim,,
-,1388410,VC-ANAPOLIS,1,0,1,1,0," código: 6172311 ,  código: 6135560 ,  código: 6192188 ",não,,
-,1388417,VC-PORANGATU,0,0,1,1,0," código: 6135560 ,  código: 6192188 ",não,,
-,1643982,VC-ARAGARCAS,0,0,1,1,0," código: 6135560 ,  código: 6192188 ",não,,
-,1266565,VC-MEDIO CURU,0,0,1,0,0, código: 6191541 ,não,,
-,1522757,VC-PRESIDENTE DUTRA,0,0,1,0,0, código: 6111677 ,não,,
-,1229791,VC-S JOSE CAMPOS,1,0,1,0,0," código: 6054172 ,  código: 6187066 ",não,,
-,1346655,VC-SERTAO D CRATEUS,0,0,1,0,0, código: 6111677 ,não,,
-,1259031,VC-TIJUCAS,1,0,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
-,1570003,VC-PATOS DE MINAS,0,0,1,0,0, código: 6165750 ,não,,
-,1110767,VC-AGLOM URB S LUIS,0,0,1,0,0, código: 6111677 ,não,,
-,1251064,VC-XANXERE,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1062547,VC-BELEM,0,0,1,0,0, código: 6054178 ,não,,
-,1584317,VC-ROSARIO OESTE,1,0,1,0,0," código: 6054184 ,  código: 6165750 ",não,,
-,1345108,VC-CERRO AZUL,0,0,1,0,0, código: 6054190 ,não,,
-,1612447,VC-IBAITI,2,0,1,0,0," código: 6054172 ,  código: 6054204 ,  código: 6054180 ",não,,
-,1062807,VC-SANTA CRUZ D SUL,1,0,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
-,1629699,VC-TATUI,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1633837,VC-GUAMA,0,0,1,0,0, código: 6054178 ,não,,
-,1516430,VC-MEDIO MEARIM,0,0,1,0,0, código: 6111677 ,não,,
-,1552113,VC-SERTAO INHAMUNS,0,0,1,0,0, código: 6111677 ,não,,
-,1465044,VC-TOLEDO,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1439750,VC-RIO PRETO DA EVA,0,3,1,0,0," código: 6194008 ,  código: 6180506 ,  código: 8020201 ,  código: 6111677 ",sim,,
-,1500013,VC-SANTA TERESA,0,0,1,0,0, código: 6187066 ,não,,
-,1254627,VC-LI CAMOCI E ACAR,0,0,1,0,0, código: 6111677 ,não,,
-,1591555,VC-CHAPADA ARARIPE,0,0,1,0,0, código: 6111677 ,não,,
-,1477754,VC-PAU DOS FERROS,1,0,1,0,0," código: 6193629 ,  código: 6111677 ",não,,
-,1637034,VC-PONTA GROSSA,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1063796,VC-SENA MADUREIRA,0,0,1,0,0, código: 6120895 ,não,,
-,1652429,VC-BARRA DO PIRAI,1,0,1,0,0," código: 6187067 ,  código: 6187066 ",não,,
-,1579396,VC-VITORIA,0,0,1,0,0, código: 6187066 ,não,,
-,1557238,VC-ALTO TELES PIRES,1,0,1,0,0," código: 6054184 ,  código: 6165750 ",não,,
-,1366183,VC-BAIXO COTINGUIBA,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1483747,VC-MOJI DAS CRUZES,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1447387,VC-SUAPE,1,0,1,0,0," código: 6193629 ,  código: 6054188 ",não,,
-,1539510,VC-RIBEIRA D POMBAL,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1602893,VC-PRESIDE PRUDENTE,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1449296,VC-LINS,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1510412,VC-RESTINGA SECA,0,0,1,0,0, código: 6054205 ,não,,
-,1448316,VC-IJUI,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1408775,VC-CAMAQUA,1,0,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
-,1078576,VC-FERNANDOPOLIS,1,0,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
-,1283485,VC-ST ANTONIO PADUA,0,0,1,0,0, código: 6187066 ,não,,
-,1494930,VC-GOIANIA,1,0,1,1,0," código: 6172311 ,  código: 6135560 ,  código: 6192188 ",não,,
-,1651431,VC-SENHOR DO BONFIM,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1456570,VC-CHAPADA DO APODI,0,0,1,0,0, código: 6111677 ,não,,
-,1384383,VC-PACAJUS,0,0,1,0,0, código: 6191541 ,não,,
-,1112427,VC-PETROLINA,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1263093,VC-NOVO HORIZONTE,1,0,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
-,1144513,VC-PARANATINGA,1,0,1,0,0," código: 6054184 ,  código: 6054187 ",não,,
-,1149115,VC-BOTUCATU,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1444804,VC-ILHEUS-ITABUNA,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1110428,VC-IGUATU,0,0,1,0,0, código: 6111677 ,não,,
-,1133758,VC-CHAPAD A ITAPECU,0,0,1,0,0, código: 6111677 ,não,,
-,1434039,VC-LINHARES,0,0,1,0,0, código: 6187066 ,não,,
-,1653284,VC-TARAUACA,0,0,1,0,0, código: 6120895 ,não,,
-,1198381,VC-FRANCISC BELTRAO,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1342229,VC-ADAMANTINA,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1329828,VC-PARECIS,1,0,1,0,0," código: 6054184 ,  código: 6165750 ",não,,
-,1121463,VC-RECIFE,1,0,1,0,0," código: 6193629 ,  código: 6054188 ",não,,
-,1484676,VC-CHAPA EXT S PIAU,0,0,1,0,0, código: 6111677 ,não,,
-,1571001,VC-SAO LOURENCO,0,0,1,0,0, código: 6165750 ,não,,
-,1574523,VC-SANTOS,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1624522,VC-FOZ DO IGUACU,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1052132,VC-OURINHOS,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1094235,VC-VICOSA,0,0,1,0,0, código: 6187066 ,não,,
-,1228170,VC-AL MEARIM GRAJAU,0,0,1,0,0, código: 6111677 ,não,,
-,1069709,VC-LITORAL PIAUIENS,0,0,1,0,0, código: 6111677 ,não,,
-,1638416,VC-CONCORDIA,1,0,2,0,0," código: 6054204 ,  código: 6054190 ,  código: 6054205 ",sim,,
-,1388785,VC-GUARULHOS,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1510349,VC-VOTUPORANGA,1,0,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
-,1674225,VC-CANINDE,0,0,1,0,0, código: 6191541 ,não,,
-,1596967,VC-FRANCA,1,0,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
-,1501815,VC-AFONSO CLAUDIO,0,0,1,0,0, código: 6187066 ,não,,
-,1564376,VC-SERTA SEN POMPEU,0,0,1,0,0, código: 6111677 ,não,,
-,1127851,VC-MTA MERID PERNAM,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1485200,VC-PAJEU,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1048466,VC-BAURU,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1312654,VC-EUCLIDES D CUNHA,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1354427,VC-ALTO TAQUARI,0,0,1,0,0, código: 6054157 ,não,,
-,1053300,VC-IVAIPORA,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1187845,VC-RONDONOPOLIS,1,0,1,0,0," código: 6054184 ,  código: 6054187 ",não,,
-,1529724,VC-TUCURUI,0,0,1,0,0, código: 6111677 ,não,,
-,1559573,VC-BELO HORIZONTE,0,0,1,0,0, código: 6165750 ,não,,
-,1561036,VC-CAPAO BONITO,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1542281,VC-VALE DO ACU,0,0,1,0,0, código: 6111677 ,não,,
-,1416397,VC-PATOS,0,0,1,0,0, código: 6054188 ,não,,
-,1279350,VC-MEIA PONTE,1,0,1,1,0," código: 6172311 ,  código: 6135560 ,  código: 6192188 ",não,,
-,1399064,VC-BRAGANTINA,0,0,1,0,0, código: 6054178 ,não,,
-,1209634,VC-SANTO ANGELO,1,0,2,0,0," código: 6054204 ,  código: 6054190 ,  código: 6054205 ",sim,,
-,1204003,VC-SOLEDADE,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1255150,VC-PITANGA,0,0,1,0,0, código: 6054190 ,não,,
-,1061021,VC-BATATAIS,1,0,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
-,1295132,VC-JAPARATUBA,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1665452,VC-ITAITUBA,0,0,2,0,0," código: 6165750 ,  código: 6054178 ",sim,,
-,1620516,VC-ITAPEMIRIM,0,0,1,0,0, código: 6187066 ,não,,
-,1060952,VC-ARARAQUARA,1,0,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
-,1001149,VC-SAO CARLOS,1,0,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
-,1486968,VC-LAGOS,1,0,1,0,0," código: 6187067 ,  código: 6187066 ",não,,
-,1609852,VC-APUCARANA,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1667378,VC-BOA VISTA,0,2,0,0,0," código: 6194008 ,  código: 8020201 ",sim,,
-,1477394,VC-PALMEIRA INDIOS,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1366601,VC-POUSO ALEGRE,1,0,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
-,1607975,VC-ALAGOA S S FRANC,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1498555,VC-UNAI,1,0,1,0,0," código: 6172311 ,  código: 6135560 ",não,,
-,1411348,VC-SANTA ROSA,1,0,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
-,1315313,VC-ITAPIPOCA,0,0,1,0,0, código: 6191541 ,não,,
-,1599443,VC-CONCEICAO ARAGUA,0,0,1,0,0, código: 6111677 ,não,,
-,1563824,VC-CRUZEIRO DO SUL,0,0,1,0,0, código: 6120895 ,não,,
-,1567216,VC-CAMPINAS,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1005457,VC-ITAPECERICA SERR,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1528689,VC-NATAL,1,0,1,0,0," código: 6193629 ,  código: 6054188 ",não,,
-,1607748,VC-BATURITE,0,0,1,0,0, código: 6191541 ,não,,
-,1643915,VC-CHAPADA VEADEIRO,0,0,1,1,0," código: 6135560 ,  código: 6192188 ",não,,
-,1289563,VC-BOQUIM,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1396368,VC-ALTO ARAGUAIA,1,0,1,0,0," código: 6054184 ,  código: 6054187 ",não,,
-,1613934,VC-AMPARO,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1227920,VC-PARANAGUA,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1177565,VC-AVARE,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1558351,VC-CAMETA,0,0,1,0,0, código: 6054178 ,não,,
-,1412271,VC-GUARAPARI,0,0,1,0,0, código: 6187066 ,não,,
-,1578269,VC-JABOTICABAL,1,0,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
-,1675943,VC-COARI,0,2,0,0,0," código: 6194008 ,  código: 8020201 ",sim,,
-,1108880,VC-ARARIPINA,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1569403,VC-CARATINGA,0,0,1,0,0, código: 6111677 ,não,,
-,1284333,VC-ENTORNO BRASILIA,1,0,1,1,0," código: 6172311 ,  código: 6135560 ,  código: 6192188 ",não,,
-,1602341,VC-ENTRE RIOS,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1434266,VC-SAO MATEUS,0,0,1,0,0, código: 6187066 ,não,,
-,1001883,VC-FRANCO DA ROCHA,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1572943,VC-ITAPECURU MIRIM,0,0,1,0,0, código: 6111677 ,não,,
-,1496480,VC-BAIXO JAGUARIBE,0,0,1,0,0, código: 6111677 ,não,,
-,1526249,VC-GOIOERE,0,0,1,0,0, código: 6054190 ,não,,
-,1478743,VC-CATANDUVA,1,0,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
-,1588219,VC-SERTAO DO MOXOTO,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1648787,VC-ITAPETINGA,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1623161,VC-ITAPETININGA,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1050206,VC-JAGUARIAIVA,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1587347,VC-MURIAE,0,0,1,0,0, código: 6187066 ,não,,
-,1593689,VC-ARAXA,0,0,1,0,0, código: 6165750 ,não,,
-,1324797,VC-SERT QUIXERAMOBI,0,0,1,0,0, código: 6111677 ,não,,
-,1504310,VC-MADEIRA,0,2,1,0,0," código: 6194008 ,  código: 8020201 ,  código: 6120895 ",sim,,
-,1512298,VC-MEDIO ARAGUAIA,1,0,1,0,0," código: 6054184 ,  código: 6135560 ",não,,
-,1406123,VC-SAO FELIX XINGU,0,0,0,0,0,,não,,
-,1053581,VC-FLORAI,0,0,1,0,0, código: 6054190 ,não,,
-,1655106,VC-NOVA VENECIA,0,0,1,0,0, código: 6187066 ,não,,
-,1039609,VC-PIEDADE,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1642126,VC-FLORIANOPOLIS,1,0,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
-,1295194,VC-BAIXA MARANHENSE,0,0,1,0,0, código: 6054178 ,não,,
-,1493051,VC-AGRESTE ITABAIAN,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1067412,VC-SANTANA IPANEMA,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1618478,VC-SANTAREM,0,0,1,0,0, código: 6054178 ,não,,
-,1117218,VC-IRATI,0,0,1,0,0, código: 6054190 ,não,,
-,1486184,VC-ALEGRE,0,0,1,0,0, código: 6187066 ,não,,
