CNPJ,Cod_Cliente1,Regiao,T.O. 25kg,T.O. 50kg,Est. 40kg,Est. 50kg,códigos analisados,duplicidade,códigos a sanear,comentário E.I.
13180672000178,1425813,VC-PARACATU,0,0,0,0,,não,,
5408987000100,1061911,VC-RONDONOPOLIS,1,1,0,0," código: 6054184 ,  código: 6054187 ",não,,
33173755000147,1522489,VC-PAULO AFONSO,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
67827469000170,1484469,VC-NHANDEARA,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
26400162000100,1433463,VC-PORTO VELHO,0,2,0,0," código: 6120895 ,  código: 6165750 ",sim,,
31303534000110,1505975,VC-RIO PRETO DA EVA,0,1,0,0, código: 6111677 ,não,,
1576001000141,1340347,VC-S JOAQUIM  BARRA,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
11500661000100,1275062,VC-PACAJUS,1,0,0,0, código: 6187345 ,não,,
81413874000172,1071633,VC-PALMAS,1,1,0,0," código: 6054186 ,  código: 6054190 ",não,,
12434500000110,1519389,VC-RIO NEGRO (PR),1,1,0,0," código: 6054186 ,  código: 6054190 ",não,,
6298604000142,1462475,VC-PASSOS,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
1293331000120,1403687,VC-NORTE ARAGUAIA,1,1,0,0," código: 6054184 ,  código: 6135560 ",não,,
13727001000184,1475155,VC-PONTE NOVA,0,1,0,0, código: 6111677 ,não,,
5277441000159,1308171,VC-PITANGA,0,1,0,0, código: 6054190 ,não,,
96418264014512,1126065,VC-RESTINGA SECA,0,1,0,0, código: 6054205 ,não,,
2947469000168,1057269,VC-PORANGATU,0,1,1,0," código: 6135560 ,  código: 6192188 ",não,,
2934749000131,1422301,VC-PRUDENTOPOLIS,0,1,0,0, código: 6054190 ,não,,
8899385000182,1130255,VC-RIO CLARO,2,1,0,0," código: 6172139 ,  código: 6054172 ,  código: 6165750 ",sim,,
1670855000192,1058343,VC-PARANATINGA,1,1,0,0," código: 6054184 ,  código: 6054187 ",não,,
1353505000100,1439702,VC-PATOS DE MINAS,0,0,0,0,,não,,
25392960000175,1059456,VC-MURIAE,0,0,0,0,,não,,
7903236000187,1322341,VC-PATO BRANCO,1,1,0,0," código: 6054186 ,  código: 6054190 ",não,,
26192293000140,1464908,VC-PRIMAVERA LESTE,1,1,0,0," código: 6054184 ,  código: 6054187 ",não,,
1017456000127,1324542,VC-PROPRIA,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
18709235000112,1363896,VC-RIO VERMELHO,0,1,1,0," código: 6135560 ,  código: 6192188 ",não,,
13005890000176,1435853,VC-NOVA VENECIA,0,1,0,0, código: 6187066 ,não,,
46989422000132,1055254,VC-S JOAO  BOA VISTA,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
8755212000190,1459831,VC-PURUS,0,0,0,0,,não,,
7929847000102,1532867,VC-OBIDOS,0,1,0,0, código: 6054178 ,não,,
2804844000110,1357118,VC-NOVA FRIBURGO,1,1,0,0," código: 6187067 ,  código: 6187066 ",não,,
29043087000166,1461971,VC-PATROCINIO,0,1,0,0, código: 6165750 ,não,,
1989509000171,1059830,VC-PIRASSUNUNGA,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
3098458000113,1001313,VC-PARANAGUA,1,1,0,0," código: 6054186 ,  código: 6054190 ",não,,
22138285000164,1384208,VC-PORTO NACIONAL,0,1,0,0, código: 6054158 ,não,,
16615566000168,1316034,VC-ROSARIO,1,1,0,0," código: 6187345 ,  código: 6111677 ",não,,
21814876000141,1060501,VC-PIOI,0,0,0,0,,não,,
22925183000199,1447001,VC-S MIGUEL CAMPOS,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
34836801000103,1542224,VC-RIO DE JANEIRO,1,1,0,0," código: 6187067 ,  código: 6187066 ",não,,
8727841000107,1410489,VC-RIBEIRAO PRETO,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
52241791000145,1004595,VC-PIRACICABA,1,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
32922760000142,1526170,VC-PINDARE,1,1,0,0," código: 6187345 ,  código: 6111677 ",não,,
6911458000502,1416397,VC-PATOS,0,1,0,0, código: 6054188 ,não,,
54111711000162,1060909,VC-NOVO HORIZONTE,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
14927803000109,1295931,VC-PAJEU,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
4499811000130,1066116,VC-REDENCAO,0,0,0,0,,não,,
82843947000129,1054509,VC-RIO DO SUL,1,2,0,0," código: 6054186 ,  código: 6054190 ,  código: 6054205 ",sim,,
72205198000150,1056116,VC-PORTO ALEGRE,1,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
8845297000106,1263307,VC-PIEDADE,1,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
5999319000196,1369408,VC-MTA SETEN PERNAM,0,1,0,0, código: 6054188 ,não,,
94479052000136,1053967,VC-SANANDUVA,1,2,0,0," código: 6054186 ,  código: 6054190 ,  código: 6054205 ",sim,,
21902282000192,1383643,VC-PARANAIBA,0,1,0,0, código: 6165750 ,não,,
12535268000107,1343447,VC-PORECATU,1,1,0,0," código: 6054186 ,  código: 6054190 ",não,,
26319773000129,1424349,VC-RECIFE,1,1,0,0," código: 6161835 ,  código: 6054188 ",não,,
10396833000177,1439120,VC-OIAPOQUE,0,1,0,0, código: 6054178 ,não,,
2099206000146,1067632,VC-PETROLINA,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
34893103000140,1542728,VC-PIO IX,1,1,0,0," código: 6161835 ,  código: 6111677 ",não,,
2890547000135,1062616,VC-S JOSE DO R PRET,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
42086579000105,1483122,VC-PORTO SEGURO,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
25744657000194,1051315,VC-POUSO ALEGRE,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
6272483000160,1059167,VC-S MIGUEL ARAGUAI,0,1,1,0," código: 6135560 ,  código: 6192188 ",não,,
17878565000179,1500218,VC-PORTEL,0,1,0,0, código: 6054178 ,não,,
3530340000112,1407266,VC-OLIVEIRA,0,0,0,0,,não,,
10696134000142,1233755,VC-ROSARIO OESTE,1,2,0,0," código: 6054184 ,  código: 6054187 ,  código: 6165750 ",sim,,
26877992000123,1472465,VC-PAU DOS FERROS,0,1,0,0, código: 6111677 ,não,,
26583856000120,1120690,VC-PARECIS,1,2,0,0," código: 6054184 ,  código: 6054187 ,  código: 6165750 ",sim,,
6881000000124,1355280,VC-PONTA GROSSA,1,2,0,0," código: 6054186 ,  código: 6054190 ,  código: 6054180 ",sim,,
3629844000194,1001605,VC-PARAIB/PARAITING,0,1,0,0, código: 6054180 ,não,,
21545877000138,1460466,VC-PARAUAPEBAS,0,1,0,0, código: 6111677 ,não,,
21293936000128,1395095,VC-NOVA ANDRADINA,0,1,0,0, código: 6054190 ,não,,
40477200000154,1240367,VC-SALVADOR,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
2549376000185,1057187,VC-QUIRINOPOLIS,0,1,1,0," código: 6135560 ,  código: 6192188 ",não,,
16403083000108,1302718,VC-RIO FORMOSO,0,1,0,0, código: 6054158 ,não,,
1980443000159,1481937,VC-REGISTRO,0,1,0,0, código: 6054180 ,não,,
9372555000210,1317952,VC-PALMEIRA  INDIOS,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
12849596000188,1457408,VC-PARA DE MINAS,0,0,0,0,,não,,
10706655000133,1227273,VC-SALGUEIRO,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
11508328000130,1384445,VC-PIRES DO RIO,0,1,1,0," código: 6135560 ,  código: 6192188 ",não,,
75461111000102,1049397,VC-PARANAVAI,1,1,0,0," código: 6054186 ,  código: 6054190 ",não,,
13661001000129,1484725,VC-PRESIDE PRUDENTE,1,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
11511313000120,1504255,VC-PARINTINS,0,0,0,0,,não,,
19853412000100,1483106,VC-SALGADO,0,1,0,0, código: 6054178 ,não,,
9400286000258,1378761,VC-PEDRA AZUL,0,0,0,0,,não,,
91621599000136,1397223,VC-NAO-ME-TOQUE,1,1,0,0," código: 6054186 ,  código: 6054190 ",não,,
7518530000175,1142797,VC-N SENHORA  DORES,1,1,0,0," código: 6161835 ,  código: 6054178 ",não,,
27719064000101,1502883,VC-OSORIO,1,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
