CNPJ,Cod_Cliente1,Regiao,T.O. 25kg,T.O. 50kg,Est. 40kg,Est. 50kg,códigos analisados,duplicidade,códigos a sanear,comentário E.I.
11163800000140,1226284,VC-VARGINHA,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
1054813000127,1048461,VC-TUBARAO,2,1,0,0," código: 6054186 ,  código: 6054204 ,  código: 6054205 ",sim,,
33292728000193,1545099,VC-VALE DO IPANEMA,1,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
19483332000100,1428408,VC-SEABRA,0,0,0,0,,não,,
16920620000421,1333586,VC-TARAUACA,0,0,0,0,,não,,
27245351000119,1457571,VC-SINOP,0,0,0,0,,não,,
23768775000107,1486989,VC-SERRA D TEIXEIRA,0,0,0,0,,não,,
98338072006260,1411603,VC-SANTA ROSA,0,0,0,0,,não,,
12271077000185,1487262,VC-SANTO ANGELO,0,0,0,0,,não,,
21154540000108,1430271,VC-VARZEA ALEGRE,0,0,0,0,,não,,
38666632000161,1146119,VC-UBERLANDIA,0,0,0,0,,não,,
20599537000127,1372585,VC-URUBURETAMA,0,0,0,0,,não,,
26679217000163,1240134,VC-VALE R DOS BOIS,0,0,0,0,,não,,
31819434000141,1530666,VC-UBERABA,0,0,0,0,,não,,
29976690000109,1472122,VC-UNIAO DA VITORIA,0,0,0,0,,não,,
22728717000197,1497098,VC-SAO PAULO,0,0,0,0,,não,,
19257637000196,1479546,VC-SAO CARLOS,0,0,0,0,,não,,
14329585000100,1063796,VC-SENA MADUREIRA,0,0,0,0,,não,,
19038204000140,1426046,VC-TESOURO,0,0,0,0,,não,,
7129367000159,1477065,VC-TRAIPU,0,0,0,0,,não,,
21102721000182,1477187,VC-SERRA DO PEREIRO,0,0,0,0,,não,,
13213686000140,1368315,VC-VAO DO PARANA,0,0,0,0,,não,,
10725234000150,1195930,VC-ST ANTONIO JESUS,0,0,0,0,,não,,
12209962000134,1259172,VC-TRES LAGOAS,0,0,0,0,,não,,
4551066000120,1065471,VC-SERIDO OCIDENTAL,0,0,0,0,,não,,
41170747000175,1134831,VC-SERRANA QUILOMBO,0,0,0,0,,não,,
10529205000201,1361728,VC-UBA,0,0,0,0,,não,,
23847948000182,1437519,VC-SAO LOURENCO,0,0,0,0,,não,,
24279203000127,1478626,VC-SANTANA IPANEMA,0,0,0,0,,não,,
96418264013036,1077603,VC-SERRAS DE SUDEST,0,0,0,0,,não,,
6093351000170,1069812,VC-TERESINA,0,0,0,0,,não,,
19409914000139,1418655,VC-TANGARA DA SERRA,0,0,0,0,,não,,
