CNPJ,Cod_Cliente1,Regiao,T.O. 25kg,T.O. 50kg,Est. 40kg,Est. 50kg,códigos analisados,duplicidade,códigos a sanear,comentário E.I.
'7369602000160','1307919','VC-CARIRA',1,2,0,0,"CÃ“DIGO: 6161835, CÃ“DIGO: 6111677, CÃ“DIGO: 6054178",sim,,
'29067113040570','1617625','VC-GRAMADO-CANELA',1,1,0,0,"CÃ“DIGO: 6054204, CÃ“DIGO: 6054205",não,,
'39986475000134','1595951','VC-BAIXA MARANHENSE',1,2,0,0,"CÃ“DIGO: 6187345, CÃ“DIGO: 6111677, CÃ“DIGO: 6054178",sim,,
'4461076000175','1050556','VC-TABULEIRO',0,2,0,0,"CÃ“DIGO: 6054190, CÃ“DIGO: 6054205",sim,,
'34294949000163','1550437','VC-MACAPA',0,1,0,0,CÃ“DIGO: 6054178,não,,
'6238383000117','1300193','VC-BODOQUENA',0,1,0,0,CÃ“DIGO: 6054157,não,,
'64547649000100','1048210','VC-CAMPINAS',1,2,0,0,"CÃ“DIGO: 6054172, CÃ“DIGO: 6165750, CÃ“DIGO: 6054180",sim,,
'11121882000321','1544732','VC-CAPAO BONITO',1,2,0,0,"CÃ“DIGO: 6054172, CÃ“DIGO: 6054190, CÃ“DIGO: 6054180",sim,,
'4415928004185','1056133','VC-SANTA ROSA',2,2,0,0,"CÃ“DIGO: 6054186, CÃ“DIGO: 6054204, CÃ“DIGO: 6054190, CÃ“DIGO: 6054205",sim,,
'28302504000185','1604068','VC-CANARANA',1,2,0,1,"CÃ“DIGO: 6054184, CÃ“DIGO: 6135560, CÃ“DIGO: 6054187, CÃ“DIGO: 6132938",sim,,
'81568362000185','1516973','VC-BLUMENAU',1,2,0,0,"CÃ“DIGO: 6054186, CÃ“DIGO: 6054190, CÃ“DIGO: 6054205",sim,,
'27772180000186','1628285','VC-DOURADOS',0,2,0,0,"CÃ“DIGO: 6054157, CÃ“DIGO: 6054190",sim,,
'31960418000174','1502867','VC-PORTO NACIONAL',0,2,0,0,"CÃ“DIGO: 6111677, CÃ“DIGO: 6054158",sim,,
'21461190000114','1539254','VC-NORTE ARAGUAIA',1,2,0,1,"CÃ“DIGO: 6054184, CÃ“DIGO: 6135560, CÃ“DIGO: 6054187, CÃ“DIGO: 6132938",sim,,
'96418264000309','1053202','VC-CERRO LARGO',1,2,0,0,"CÃ“DIGO: 6054204, CÃ“DIGO: 6054190, CÃ“DIGO: 6054205",sim,,
'35956319000170','1570281','VC-SERTAO D CRATEUS',0,1,0,0,CÃ“DIGO: 6111677,não,,
'21276481000132','1369190','VC-SAO PAULO',1,2,0,0,"CÃ“DIGO: 6054172, CÃ“DIGO: 6187066, CÃ“DIGO: 6054180",sim,,
'4945481000916','1514552','VC-BELEM',0,2,0,0,"CÃ“DIGO: 6111677, CÃ“DIGO: 6054178",sim,,
'92595412000130','1209634','VC-SANTO ANGELO',2,2,0,0,"CÃ“DIGO: 6054186, CÃ“DIGO: 6054204, CÃ“DIGO: 6054190, CÃ“DIGO: 6054205",sim,,
'38648478000103','1587685','VC-IBIAPABA',1,1,0,0,"CÃ“DIGO: 6187345, CÃ“DIGO: 6111677",não,,
'33101882000130','1054057','VC-TRES LAGOAS',0,2,0,0,"CÃ“DIGO: 6054157, CÃ“DIGO: 6165750",sim,,
'17112037000104','1403364','VC-RIO DO SUL',1,2,0,0,"CÃ“DIGO: 6054186, CÃ“DIGO: 6054190, CÃ“DIGO: 6054205",sim,,
'39834516000177','1587128','VC-RIO CLARO',2,2,0,0,"CÃ“DIGO: 6172139, CÃ“DIGO: 6054172, CÃ“DIGO: 6165750, CÃ“DIGO: 6054180",sim,,
'28872991000111','1558435','VC-PIRACICABA',1,2,0,1,"CÃ“DIGO: 6054172, CÃ“DIGO: 6165750, CÃ“DIGO: 6054180, CÃ“DIGO: 6135552",sim,,
'37534734000160','1584995','VC-IPU',1,1,0,0,"CÃ“DIGO: 6187345, CÃ“DIGO: 6111677",não,,
'2861388000140','1059062','VC-JI-PARANA',1,1,0,1,"CÃ“DIGO: 6054184, CÃ“DIGO: 6165750, CÃ“DIGO: 6132938",não,,
'5285122000195','1467732','VC-PICOS',2,2,0,0,"CÃ“DIGO: 6161835, CÃ“DIGO: 6187345, CÃ“DIGO: 6111677, CÃ“DIGO: 6054178",sim,,
'29016498000162','1594600','VC-FRANCISC BELTRAO',1,1,0,0,"CÃ“DIGO: 6054186, CÃ“DIGO: 6054190",não,,
'11082573000128','1310382','VC-OURINHOS',1,2,0,0,"CÃ“DIGO: 6054186, CÃ“DIGO: 6054190, CÃ“DIGO: 6054180",sim,,
'12823282000106','1601011','VC-VALE DO IPOJUCA',1,2,0,0,"CÃ“DIGO: 6161835, CÃ“DIGO: 6054188, CÃ“DIGO: 6054178",sim,,
'22238421000198','1481589','VC-AMPARO',1,2,0,0,"CÃ“DIGO: 6054172, CÃ“DIGO: 6165750, CÃ“DIGO: 6054180",sim,,
'11380954000193','1529100','VC-SOLEDADE',0,2,0,0,"CÃ“DIGO: 6054190, CÃ“DIGO: 6054205",sim,,
'38778845000185','1584006','VC-MEDIO ARAGUAIA',1,1,0,1,"CÃ“DIGO: 6054184, CÃ“DIGO: 6135560, CÃ“DIGO: 6132938",não,,
'438641000122','1055402','VC-MOJI-MIRIM',2,2,0,0,"CÃ“DIGO: 6172139, CÃ“DIGO: 6054172, CÃ“DIGO: 6165750, CÃ“DIGO: 6054180",sim,,
'13031435000145','1509244','VC-LI CAMOCI E ACAR',1,1,0,0,"CÃ“DIGO: 6187345, CÃ“DIGO: 6111677",não,,
'10846971000100','1441864','VC-GUARATINGUETA',1,2,0,1,"CÃ“DIGO: 6054172, CÃ“DIGO: 6187066, CÃ“DIGO: 6054180, CÃ“DIGO: 6135552",sim,,
'40852611000182','1610907','VC-AVARE',1,2,0,1,"CÃ“DIGO: 6054172, CÃ“DIGO: 6054190, CÃ“DIGO: 6054180, CÃ“DIGO: 6135552",sim,,
'37314316000168','1577306','VC-CRUZ ALTA',2,2,0,0,"CÃ“DIGO: 6054186, CÃ“DIGO: 6054204, CÃ“DIGO: 6054190, CÃ“DIGO: 6054205",sim,,
'11740307000145','1445519','VC-BRAGANCA PAULIST',1,2,0,0,"CÃ“DIGO: 6054172, CÃ“DIGO: 6165750, CÃ“DIGO: 6054180",sim,,
'40277478000188','1600750','VC-BARREIRAS',0,2,0,1,"CÃ“DIGO: 6135560, CÃ“DIGO: 6054178, CÃ“DIGO: 8020801",sim,,
'237944000187','1067243','VC-SERT QUIXERAMOBI',1,1,0,0,"CÃ“DIGO: 6187345, CÃ“DIGO: 6111677",não,,
'7015264000168','1058409','VC-ENTORNO BRASILIA',1,1,0,0,"CÃ“DIGO: 6172311, CÃ“DIGO: 6135560",não,,
'11186872000102','1470983','VC-LINS',1,3,0,0,"CÃ“DIGO: 6054172, CÃ“DIGO: 6165750, CÃ“DIGO: 6111677, CÃ“DIGO: 6054180",sim,,
'40531757000126','1605442','VC-MTA MERID PERNAM',1,2,0,0,"CÃ“DIGO: 6161835, CÃ“DIGO: 6054188, CÃ“DIGO: 6054178",sim,,
'10677677000112','1490320','VC-MERUOCA',1,1,0,0,"CÃ“DIGO: 6187345, CÃ“DIGO: 6111677",não,,
'13143924000199','1292448','VC-CANOINHAS',1,1,0,0,"CÃ“DIGO: 6054186, CÃ“DIGO: 6054190",não,,
'5460026000489','1463071','VC-ITAITUBA',0,3,0,1,"CÃ“DIGO: 6165750, CÃ“DIGO: 6111677, CÃ“DIGO: 6054178, CÃ“DIGO: 6132938",sim,,
'12645147000118','1556628','VC-JAURU',1,1,0,1,"CÃ“DIGO: 6054184, CÃ“DIGO: 6054187, CÃ“DIGO: 6132938",não,,
'39993643000119','1596755','VC-COTEGIPE',0,2,0,0,"CÃ“DIGO: 6135560, CÃ“DIGO: 6111677",sim,,
'81342727000159','1064989','VC-SAO MIGUEL D EST',1,1,0,0,"CÃ“DIGO: 6054186, CÃ“DIGO: 6054190",não,,
'44466432000168','1646875','VC-PROPRIA',1,2,0,0,"CÃ“DIGO: 6161835, CÃ“DIGO: 6111677, CÃ“DIGO: 6054178",sim,,
'31438023000106','1529478','VC-RONDONOPOLIS',1,1,0,1,"CÃ“DIGO: 6054184, CÃ“DIGO: 6054187, CÃ“DIGO: 6132938",não,,
'31199466000191','1601070','VC-TRES RIOS',0,2,0,0,"CÃ“DIGO: 6187066, CÃ“DIGO: 6111677",sim,,
'88094701002202','1053824','VC-TRES PASSOS',1,1,0,0,"CÃ“DIGO: 6054186, CÃ“DIGO: 6054190",não,,
'11471607000176','1227632','VC-ALTO ARAGUAIA',1,1,0,1,"CÃ“DIGO: 6054184, CÃ“DIGO: 6054187, CÃ“DIGO: 6132938",não,,
'15429333000108','1296571','VC-CAMPOS DE LAGES',1,2,0,0,"CÃ“DIGO: 6054186, CÃ“DIGO: 6054190, CÃ“DIGO: 6054205",sim,,
'9141861000164','1163396','VC-COREAU',1,1,0,0,"CÃ“DIGO: 6187345, CÃ“DIGO: 6111677",não,,
