CNPJ,Cod_Cliente1,Regiao,T.O. 25kg,T.O. 50kg,Est. 40kg,Est. 50kg,códigos analisados,duplicidade,códigos a sanear,comentário E.I.
16734861000133,1530147,VC-LIMEIRA,2,2,0,0,"CÓDIGO: 6172139, CÓDIGO: 6054172, CÓDIGO: 6165750, CÓDIGO: 6054180",sim,,
69406932000135,1246863,VC-PINDARE,1,2,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677, CÓDIGO: 6054178",sim,,
4415928000279,1056134,VC-CERRO LARGO,1,2,0,0,"CÓDIGO: 6054204, CÓDIGO: 6054190, CÓDIGO: 6054205",sim,,
10813932000107,1386943,VC-SANTA QUITERIA,1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677",não,,
14826794000151,1561852,VC-IJUI,2,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054204, CÓDIGO: 6054190, CÓDIGO: 6054205",sim,,
23433032000186,1636698,VC-ENTORNO BRASILIA,1,1,0,0,"CÓDIGO: 6172311, CÓDIGO: 6135560",não,,
18293164000110,1366102,VC-VALE DO IPOJUCA,1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054188, CÓDIGO: 6054178",sim,,
26614234000112,1456185,VC-GERAIS DE BALSAS,0,2,0,0,"CÓDIGO: 6135560, CÓDIGO: 6111677",sim,,
14434597000197,1279055,VC-GARANHUNS,1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054188, CÓDIGO: 6054178",sim,,
31953751000156,1507713,VC-MTA MERID PERNAM,1,2,0,0,"CÓDIGO: 6161835, CÓDIGO: 6054188, CÓDIGO: 6054178",sim,,
22085218000129,1546669,VC-APUCARANA,1,1,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054190",não,,
5422139000147,1203953,VC-MEDIO ARAGUAIA,1,1,0,1,"CÓDIGO: 6054184, CÓDIGO: 6135560, CÓDIGO: 6132938",não,,
12303077000110,1526287,VC-BLUMENAU,1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054190, CÓDIGO: 6054205",sim,,
24227325000170,1439764,VC-GUARULHOS,1,2,0,0,"CÓDIGO: 6054172, CÓDIGO: 6187066, CÓDIGO: 6054180",sim,,
1974390000163,1153165,VC-COTEGIPE,0,2,0,0,"CÓDIGO: 6135560, CÓDIGO: 6111677",sim,,
10672793000149,1513444,VC-BARREIRAS,0,2,0,1,"CÓDIGO: 6135560, CÓDIGO: 6054178, CÓDIGO: 8020801",sim,,
20147696000190,1539315,VC-BODOQUENA,0,1,0,0,CÓDIGO: 6054157,não,,
11810270000184,1612178,VC-LI CAMOCI E ACAR,1,1,0,0,"CÓDIGO: 6187345, CÓDIGO: 6111677",não,,
33004756000168,1567716,VC-FERNANDOPOLIS,1,1,0,0,"CÓDIGO: 6172139, CÓDIGO: 6165750",não,,
15609494000183,1529829,VC-TIJUCAS,1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054190, CÓDIGO: 6054205",sim,,
37247828000159,1567158,VC-BELEM,0,2,0,0,"CÓDIGO: 6111677, CÓDIGO: 6054178",sim,,
86709011000160,1597847,VC-SERTAO D CRATEUS,0,1,0,0,CÓDIGO: 6111677,não,,
4912745000188,1486453,VC-PORTO VELHO,0,2,0,1,"CÓDIGO: 6120895, CÓDIGO: 6165750, CÓDIGO: 6132938",sim,,
2436383000170,1113356,VC-MARILIA,1,2,0,0,"CÓDIGO: 6054186, CÓDIGO: 6054190, CÓDIGO: 6054180",sim,,
23758137000610,1545450,VC-DOURADOS,0,2,0,0,"CÓDIGO: 6054157, CÓDIGO: 6054190",sim,,
10922879000182,1254407,VC-TRES LAGOAS,0,2,0,0,"CÓDIGO: 6054157, CÓDIGO: 6165750",sim,,
30565365000124,1599893,VC-CAMPINAS,1,2,0,0,"CÓDIGO: 6054172, CÓDIGO: 6165750, CÓDIGO: 6054180",sim,,
7722495000101,1136468,VC-CACOAL,1,1,0,1,"CÓDIGO: 6054184, CÓDIGO: 6165750, CÓDIGO: 6132938",não,,
