CNPJ,Cod_Cliente1,Regiao,T.O. 25kg,T.O. 50kg,Est. 40kg,Est. 50kg,códigos analisados,duplicidade,códigos a sanear,comentário E.I.
1687238000108,1494002,VC-PARINTINS,0,0,0,0,,não,,
1722595000151,1314889,VC-PARACATU,0,1,0,0, código: 6165750 ,não,,
32922760000142,1526170,VC-PINDARE,1,1,0,0," código: 6187345 ,  código: 6054178 ",não,,
30014494000124,1488543,VC-RIO FORMOSO,0,1,0,0, código: 6054158 ,não,,
5802551000192,1467851,VC-NOVA FRIBURGO,1,1,0,0," código: 6187067 ,  código: 6187066 ",não,,
7438381000134,1062798,VC-S JOSE DO R PRET,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
12971911000145,1267620,VC-NOVA ANDRADINA,0,1,0,0, código: 6054190 ,não,,
9022360000169,1210456,VC-PASSO FUNDO,1,1,0,0," código: 6054186 ,  código: 6054190 ",não,,
18056345000122,1326618,VC-PITANGA,0,1,0,0, código: 6054190 ,não,,
12713304000185,1312409,VC-RECIFE,1,1,0,0," código: 6161835 ,  código: 6054188 ",não,,
5039860000152,1050404,VC-PASSOS,1,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
3530340000112,1407266,VC-OLIVEIRA,0,1,0,0, código: 6165750 ,não,,
20396114000100,1408892,VC-PELOTAS,1,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
30115473000103,1485951,VC-PRIMAVERA LESTE,1,1,0,0," código: 6054184 ,  código: 6054187 ",não,,
23265561000207,1446392,VC-PARANAGUA,2,1,0,0," código: 6054186 ,  código: 6054204 ,  código: 6054190 ",sim,,
62526876000123,1047722,VC-RIO CLARO,2,1,0,0," código: 6172139 ,  código: 6054172 ,  código: 6165750 ",sim,,
2958902000160,1063895,VC-RIO VERMELHO,0,1,1,0," código: 6135560 ,  código: 6192188 ",não,,
23240315000101,1499318,VC-ROSARIO,0,0,0,0,,não,,
90320060000184,1494230,VC-OSORIO,1,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
21902282000192,1383643,VC-PARANAIBA,0,1,0,0, código: 6165750 ,não,,
13727001000184,1475155,VC-PONTE NOVA,0,1,0,0, código: 6111677 ,não,,
