CNPJ,Cod_Cliente1,Regiao,T.O. 25kg,T.O. 42kg,T.O. 50kg,Est. 40kg,Est. 50kg,códigos analisados,duplicidade,códigos a sanear,comentário E.I.
-,1590502,VC-TUBARAO,1,0,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
-,1628702,VC-CASSILANDIA,0,0,1,0,0, código: 6165750 ,não,,
-,1456566,VC-VALE DO ACU,0,0,1,0,0, código: 6111677 ,não,,
-,1574299,VC-JOAO PESSOA,1,0,1,0,0," código: 6193629 ,  código: 6054188 ",não,,
-,1213839,VC-PORTO NACIONAL,0,0,1,0,0, código: 6054158 ,não,,
-,1147809,VC-AGRESTE LAGARTO,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1553486,VC-CARAZINHO,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1328542,VC-CURITIBANOS,0,0,1,0,0, código: 6054205 ,não,,
-,1448729,VC-PATROCINIO,0,0,1,0,0, código: 6165750 ,não,,
-,1171943,VC-ST ANTONIO JESUS,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1443129,VC-PARANAVAI,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1545733,VC-OBIDOS,0,0,1,0,0, código: 6054178 ,não,,
-,1056204,VC-SANTIAGO,1,0,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
-,1217278,VC-IRECE,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1632721,VC-BAIA ILHA GRANDE,1,0,1,0,0," código: 6187067 ,  código: 6187066 ",não,,
-,1646124,VC-SAO FELIX XINGU,0,0,0,0,0,,não,,
-,1310352,VC-CORNELIO PROCOPI,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1513797,VC-ALEGRE,0,0,1,0,0, código: 6187066 ,não,,
-,1148873,VC-ALTO ARAGUAIA,1,0,1,0,0," código: 6054184 ,  código: 6054187 ",não,,
-,1109884,VC-RESTINGA SECA,0,0,1,0,0, código: 6054205 ,não,,
-,1052155,VC-PRESIDE PRUDENTE,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1451081,VC-ALTO TAQUARI,0,0,1,0,0, código: 6054157 ,não,,
-,1410542,VC-COTEGIPE,0,0,1,0,0, código: 6135560 ,não,,
-,1056811,VC-POUSO ALEGRE,1,0,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
-,1564376,VC-SERTA SEN POMPEU,0,0,1,0,0, código: 6111677 ,não,,
-,1237554,VC-NATAL,1,0,1,0,0," código: 6193629 ,  código: 6054188 ",não,,
-,1053388,VC-TRES PASSOS,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1142399,VC-S RAIMUNDO NONAT,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1592161,VC-JUAZEIRO,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1627657,VC-UBA,0,0,1,0,0, código: 6187066 ,não,,
-,1528512,VC-AURIFLAMA,1,0,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
-,1434524,VC-COARI,0,2,0,0,0," código: 6194008 ,  código: 8020201 ",sim,,
-,1513388,VC-ARACATUBA,1,0,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
-,1512342,VC-JABOTICABAL,1,0,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
-,1373609,VC-SAO JERONIMO,1,0,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
-,1390373,VC-VACARIA,1,0,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
-,1469306,VC-MONTANHA,0,0,1,0,0, código: 6187066 ,não,,
-,1264557,VC-SANTA QUITERIA,0,0,1,0,0, código: 6111677 ,não,,
-,1636171,VC-CATAGUASES,0,0,1,0,0, código: 6187066 ,não,,
-,1034366,VC-RECIFE,1,0,1,0,0," código: 6193629 ,  código: 6054188 ",não,,
-,1430227,VC-ARACAJU,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1324698,VC-BRAGANCA PAULIST,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1400686,VC-PARANAIBA,0,0,1,0,0, código: 6165750 ,não,,
-,1130142,VC-JACAREZINHO,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1453196,VC-BATURITE,0,0,1,0,0, código: 6191541 ,não,,
-,1678317,VC-RIO CLARO,2,0,1,0,0," código: 6172139 ,  código: 6054172 ,  código: 6165750 ",não,,
-,1584810,VC-ALTO SOLIMOES,0,4,0,0,0," código: 6194008 ,  código: 6186726 ,  código: 6180506 ,  código: 8020201 ",sim,,
-,1586452,VC-SOROCABA,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1187092,VC-BRAGANTINA,0,0,1,0,0, código: 6054178 ,não,,
-,1595056,VC-SALGADO,0,0,1,0,0, código: 6054178 ,não,,
-,1499979,VC-BRUMADO,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1520318,VC-SERT QUIXERAMOBI,0,0,1,0,0, código: 6111677 ,não,,
-,1653489,VC-ITAPERUNA,0,0,1,0,0, código: 6187066 ,não,,
-,1513543,VC-ALTO ME CANINDE,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1054654,VC-CAPANEMA,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1486362,VC-LI CAMOCI E ACAR,0,0,1,0,0, código: 6111677 ,não,,
-,1306421,VC-CATANDUVA,1,0,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
-,1625213,VC-VALENCA DO PIAUI,0,0,1,0,0, código: 6111677 ,não,,
-,1648191,VC-OSORIO,1,0,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
-,1351659,VC-S JOAO BOA VISTA,1,0,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
-,1047805,VC-MARINGA,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1645415,VC-AQUIDAUANA,0,0,1,0,0, código: 6054157 ,não,,
-,1060914,VC-FRANCA,1,0,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
-,1653284,VC-TARAUACA,0,0,1,0,0, código: 6120895 ,não,,
-,1462486,VC-ITAPETININGA,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1044046,VC-REGISTRO,0,0,1,0,0, código: 6054180 ,não,,
-,1607036,VC-ALTO TELES PIRES,1,0,1,0,0," código: 6054184 ,  código: 6165750 ",não,,
-,1439510,VC-MOJI-MIRIM,2,0,2,0,0," código: 6172139 ,  código: 6054172 ,  código: 6165750 ,  código: 6054180 ",sim,,
-,1628873,VC-ST ANTONIO PADUA,0,0,1,0,0, código: 6187066 ,não,,
-,1570742,VC-SAO LOURENCO,0,0,1,0,0, código: 6165750 ,não,,
-,1408775,VC-CAMAQUA,1,0,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
-,1134026,VC-NOVA ANDRADINA,0,0,1,0,0, código: 6054190 ,não,,
-,1638729,VC-SALGUEIRO,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1661544,VC-GURUPI (MA),0,0,1,0,0, código: 6111677 ,não,,
-,1569463,VC-PORTO VELHO,0,0,1,0,0, código: 6120895 ,não,,
-,1427147,VC-NOVA VENECIA,0,0,1,0,0, código: 6187066 ,não,,
-,1574686,VC-BODOQUENA,0,0,1,0,0, código: 6054157 ,não,,
-,1585062,VC-IGUATU,0,0,1,0,0, código: 6111677 ,não,,
-,1055245,VC-TANGARA DA SERRA,1,0,1,0,0," código: 6054184 ,  código: 6165750 ",não,,
-,1063950,VC-TIJUCAS,1,0,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
-,1662123,VC-CANTAGALO-CORDEI,1,0,1,0,0," código: 6112143 ,  código: 6187066 ",não,,
-,1607249,VC-SAPE,0,0,1,0,0, código: 6054188 ,não,,
-,1066465,VC-CASTANHAL,0,0,1,0,0, código: 6054178 ,não,,
-,1576461,VC-MATA ALAGOANA,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1006324,VC-CONCORDIA,1,0,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
-,1473862,VC-JOINVILLE,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1051932,VC-PORECATU,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1524613,VC-CANARANA,1,0,1,0,0," código: 6054184 ,  código: 6135560 ",não,,
-,1459356,VC-STA M MADALENA,0,0,1,0,0, código: 6187066 ,não,,
-,1592611,VC-SAO CARLOS,1,0,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
-,1069069,VC-BERTOLINIA,0,0,1,0,0, código: 6111677 ,não,,
-,1465523,VC-S SEBAST PARAISO,1,0,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
-,1547737,VC-BATATAIS,1,0,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
-,1336442,VC-RIO FORMOSO,0,0,1,0,0, código: 6054158 ,não,,
-,1503323,VC-BOA VISTA,0,2,0,0,0," código: 6194008 ,  código: 8020201 ",sim,,
-,1291499,VC-FAXINAL,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1660786,VC-UNIAO DA VITORIA,0,0,1,0,0, código: 6054190 ,não,,
-,1544376,VC-ALTO CAPIBARIBE,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1504313,VC-MADEIRA,0,2,1,0,0," código: 6194008 ,  código: 8020201 ,  código: 6120895 ",sim,,
-,1429362,VC-SOBRAL,0,0,1,0,0, código: 6111677 ,não,,
-,1059035,VC-ARAXA,0,0,1,0,0, código: 6165750 ,não,,
-,1082256,VC-ITAPECERICA SERR,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1172262,VC-JOACABA,1,0,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
-,1494039,VC-ITAPETINGA,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1404338,VC-SUDOESTE DE GOIA,1,0,1,1,0," código: 6172311 ,  código: 6135560 ,  código: 6192188 ",não,,
-,1568968,VC-BRASILIA,1,0,1,1,0," código: 6172311 ,  código: 6135560 ,  código: 6192188 ",não,,
-,1312863,VC-IGUATEMI,0,0,1,0,0, código: 6054190 ,não,,
-,1643915,VC-CHAPADA VEADEIRO,0,0,1,1,0," código: 6135560 ,  código: 6192188 ",não,,
-,1070472,VC-PARAGOMINAS,0,0,0,0,0,,não,,
-,1065946,VC-BAIXO CURU,0,0,1,0,0, código: 6191541 ,não,,
-,1500317,VC-TRAIPU,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1064939,VC-SENA MADUREIRA,0,0,1,0,0, código: 6120895 ,não,,
-,1342849,VC-UMUARAMA,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1493422,VC-CUIABA,1,0,1,0,0," código: 6054184 ,  código: 6054187 ",não,,
-,1433387,VC-CARAGUATATUBA,1,0,2,0,0," código: 6054172 ,  código: 6187066 ,  código: 6054180 ",sim,,
-,1563311,VC-ARIPUANA,1,0,1,0,0," código: 6054184 ,  código: 6165750 ",não,,
-,1330863,VC-ITAPIPOCA,0,0,1,0,0, código: 6191541 ,não,,
-,1643982,VC-ARAGARCAS,0,0,1,1,0," código: 6135560 ,  código: 6192188 ",não,,
-,1519542,VC-JAGUARIAIVA,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1289853,VC-CANOINHAS,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1572942,VC-RIO PRETO DA EVA,0,3,1,0,0," código: 6194008 ,  código: 6180506 ,  código: 8020201 ,  código: 6111677 ",sim,,
-,1664445,VC-RIO VERMELHO,0,0,1,1,0," código: 6135560 ,  código: 6192188 ",não,,
-,1140301,VC-PARANATINGA,1,0,1,0,0," código: 6054184 ,  código: 6054187 ",não,,
-,1602108,VC-CHAPECO,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1335513,VC-CHAPAD A ITAPECU,0,0,1,0,0, código: 6111677 ,não,,
-,1254873,VC-CHOROZINHO,0,0,1,0,0, código: 6191541 ,não,,
-,1638231,VC-ARARIPINA,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1420459,VC-CARIRIACU,1,0,1,0,0," código: 6193629 ,  código: 6111677 ",não,,
-,1575496,VC-PIOI,0,0,1,0,0, código: 6165750 ,não,,
-,1060606,VC-ALTO GUAPORE,1,0,1,0,0," código: 6054184 ,  código: 6054187 ",não,,
-,1494604,VC-VITORIA,0,0,1,0,0, código: 6187066 ,não,,
-,1409125,VC-FERNANDOPOLIS,1,0,1,0,0," código: 6172139 ,  código: 6165750 ",não,,
-,1478912,VC-BAIXO JAGUARIBE,0,0,1,0,0, código: 6111677 ,não,,
-,1392541,VC-CACOAL,1,0,1,0,0," código: 6054184 ,  código: 6165750 ",não,,
-,1607221,VC-VASSOURAS,0,0,1,0,0, código: 6187066 ,não,,
-,1603944,VC-MANAUS,0,5,0,0,0," código: 6054174 ,  código: 6194008 ,  código: 6186726 ,  código: 6180506 ,  código: 8020201 ",sim,,
-,1612447,VC-IBAITI,2,0,1,0,0," código: 6054172 ,  código: 6054204 ,  código: 6054180 ",não,,
-,1199074,VC-BX PARNAIB PIAUI,0,0,1,0,0, código: 6111677 ,não,,
-,1552204,VC-PETROLINA,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1584570,VC-SAO BENTO DO SUL,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1556489,VC-BAIXA MARANHENSE,0,0,1,0,0, código: 6054178 ,não,,
-,1061052,VC-STA RITA SAPUCAI,0,0,1,0,0, código: 6165750 ,não,,
-,1201917,VC-AGRESTE ITABAIAN,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1492710,VC-NOVA FRIBURGO,1,0,1,0,0," código: 6187067 ,  código: 6187066 ",não,,
-,1082219,VC-ASSAI,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1668951,VC-IPU,0,0,1,0,0, código: 6111677 ,não,,
-,1530975,VC-IJUI,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1504403,VC-PARINTINS,0,4,0,0,0," código: 6194008 ,  código: 6186726 ,  código: 6180506 ,  código: 8020201 ",sim,,
-,1216403,VC-REDENCAO,0,0,1,0,0, código: 6111677 ,não,,
-,1067250,VC-SERR SERTA ALAGO,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1302170,VC-CAXIAS DO SUL,1,0,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
-,1493072,VC-SAO PAULO,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1065951,VC-BREJO PERNAMBU,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1383622,VC-MONTENEGRO,1,0,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
-,1053725,VC-TUPA,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1438095,VC-CAMPINAS,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1595813,VC-JAGUARAO,1,0,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
-,1440787,VC-PITANGA,0,0,1,0,0, código: 6054190 ,não,,
-,1387046,VC-PARAIB/PARAITING,0,0,1,0,0, código: 6054180 ,não,,
-,1113356,VC-MARILIA,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1055076,VC-SOLEDADE,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1164674,VC-JAU,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1673059,VC-CAMPANHA MERIDION,1,0,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
-,1311164,VC-COLORADO D OE,1,0,1,0,0," código: 6054184 ,  código: 6165750 ",não,,
-,1498250,VC-RIBEIRA D POMBAL,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1122526,VC-TABULEIRO,0,0,1,0,0, código: 6054205 ,não,,
-,1583753,VC-TELEMACO BORBA,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
-,1063170,VC-JI-PARANA,1,0,1,0,0," código: 6054184 ,  código: 6165750 ",não,,
-,1002147,VC-TATUI,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1042424,VC-GUARULHOS,1,0,1,0,0," código: 6054172 ,  código: 6054180 ",não,,
-,1610440,VC-VILHENA,1,0,1,0,0," código: 6054184 ,  código: 6165750 ",não,,
-,1299253,VC-SANANDUVA,1,0,1,0,0," código: 6054204 ,  código: 6054205 ",não,,
-,1607215,VC-CARIRI,0,0,1,0,0, código: 6111677 ,não,,
-,1607700,VC-CATU,1,0,1,0,0," código: 6193629 ,  código: 6054178 ",não,,
-,1572975,VC-FREDE WESTPHALEN,1,0,1,0,0," código: 6054204 ,  código: 6054190 ",não,,
