CNPJ,Cod_Cliente1,Regiao,T.O. 25kg,T.O. 50kg,Est. 40kg,Est. 50kg,códigos analisados,duplicidade,códigos a sanear,comentário E.I.
'36706671000110','1589199','VC-BXO PARNAI MARAN',1,1,0,0,"CÃ“DIGO: 6187345, CÃ“DIGO: 6111677",não,,
'11131487000168','1431389','VC-IPORA',0,1,0,0,CÃ“DIGO: 6135560,não,,
'96418264029978','1392775','VC-CURITIBANOS',1,2,0,0,"CÃ“DIGO: 6054186, CÃ“DIGO: 6054190, CÃ“DIGO: 6054205",sim,,
'8599788000106','1487078','VC-CAJAZEIRAS',0,1,0,0,CÃ“DIGO: 6054188,não,,
'30747511000132','1590075','VC-CAXIAS',1,1,0,1,"CÃ“DIGO: 6187345, CÃ“DIGO: 6111677, CÃ“DIGO: 6160545",não,,
'26812657000147','1530783','VC-CARIRIACU',1,1,0,0,"CÃ“DIGO: 6161835, CÃ“DIGO: 6111677",não,,
'26668087000759','1442541','VC-CERES',1,1,0,0,"CÃ“DIGO: 6172311, CÃ“DIGO: 6135560",não,,
'36011301000168','1648654','VC-SERRANA',1,1,0,1,"CÃ“DIGO: 6187067, CÃ“DIGO: 6187066, CÃ“DIGO: 6162599",não,,
'4769422001230','1591044','VC-RONDONOPOLIS',1,1,0,1,"CÃ“DIGO: 6054184, CÃ“DIGO: 6054187, CÃ“DIGO: 6132938",não,,
'20220765000144','1427509','VC-S MIGUEL ARAGUAI',0,1,0,0,CÃ“DIGO: 6135560,não,,
'34375501000174','1471710','VC-JACOBINA',1,1,0,0,"CÃ“DIGO: 6161835, CÃ“DIGO: 6054178",não,,
'63971048000167','1061032','VC-AURIFLAMA',1,1,0,0,"CÃ“DIGO: 6172139, CÃ“DIGO: 6165750",não,,
'5939726000108','1126787','VC-TOLEDO',1,1,0,0,"CÃ“DIGO: 6054186, CÃ“DIGO: 6054190",não,,
'1936127000180','1151870','VC-NOVA FRIBURGO',1,1,0,1,"CÃ“DIGO: 6187067, CÃ“DIGO: 6187066, CÃ“DIGO: 6162599",não,,
